6.046205241612948589e-01,7.628670538883510766e-01,3.841334234843362117e-01,3.152141390065167359e-01,7.457588965968855454e-01,8.641298706690747622e-01,2.746007881728513289e-01,7.554113438937148928e-01,5.796640562069274027e-01,4.759604176007174448e-01,5.772428938633924478e-01,6.797376276118094474e-01,5.145187462635579800e-01,3.737741267129511824e-01,7.748404716932972836e-01,6.413748100919031137e-01,2.376418633363407418e-01,5.101023130583772769e-01,6.760662952385412261e-01,6.485757753071972331e-01,4.387673516944896046e-01,9.335096510764663291e-01,4.121311511375354009e-01,6.290005537098559696e-01,8.069250433671140144e-01,1.551439855822692726e-01,4.542214139577177567e-01,3.226449738524113098e-01,6.303082227131031612e-01,3.515397342157229321e-01,6.378400259067357192e-01,4.767209076658953104e-01,4.485795169353705147e-01,5.218905150055576092e-01,5.750261934825241505e-01,5.642232314155960493e-01,4.769854351765901446e-01,5.374374587493879751e-01,7.253957245430808776e-01,4.352989130434781750e-01,4.316639072847682224e-01,5.437596985147417072e-01,4.707154108381333413e-01,3.446757469418505471e-01,6.098311362459675200e-01,4.280652810712791134e-01,4.376460339089061069e-01,8.858301691404907308e-02,5.185313492375929201e-01,5.801457858769931697e-01
7.436597186279583216e-01,3.764117457244272602e-01,5.933175569078206202e-01,4.819712452772777489e-01,5.169296253095136962e-01,5.149654356355483076e-01,4.658220005011504128e-01,7.283444047010729783e-01,5.445605477490378377e-01,3.059950041631974149e-01,5.024404182575927802e-01,6.032332505581058379e-01,4.402120163976428469e-01,3.982443386281850906e-01,7.234059931594263304e-01,6.219882443774750191e-01,3.094995014008262713e-01,4.104222249418676416e-01,5.073528723254835393e-01,4.119953188999415095e-01,6.656341027340846317e-01,4.649220489977728965e-01,4.239459423882758204e-01,3.797203765227020744e-01,3.274719254998630369e-01,2.413436098009892894e-01,6.537281200272789805e-01,2.678024404416036730e-01,5.142633002332831493e-01,4.799818540854993154e-01,6.520887305699480940e-01,3.503047946057574746e-01,2.581966390266428601e-01,4.637217487958503193e-01,6.113370765386991756e-01,6.198848871943074545e-01,7.266277682005037875e-01,4.610679384274735115e-01,5.033167428198432880e-01,6.896047430830039016e-01,4.462237047136735635e-01,5.823591714081627346e-01,5.630257435053486192e-01,3.890640179226392270e-01,5.228065633836471715e-01,4.374505974798902908e-01,3.427859807447450335e-01,4.397005522954781087e-01,4.452851481510642917e-01,5.486209567198178094e-01
7.505528631252058602e-01,5.620260567925137174e-01,5.090473292765381741e-01,4.912620128305906220e-01,3.793991855444369676e-01,5.059018911793402573e-01,3.510945579625959767e-01,6.729841594276954053e-01,6.548487425042512911e-01,3.857191656525545964e-01,6.077287814129919141e-01,6.797275942508843594e-01,5.351225552993423840e-01,6.533204899858238157e-01,3.807749247026392392e-01,6.604169261039575245e-01,5.316375421435015625e-01,5.693379023375352288e-01,2.153658879161010620e-01,3.151059098888239207e-01,5.492577191185037400e-01,5.755127134372680642e-01,3.354029091068647106e-01,5.017395717977112257e-01,7.446475851364922072e-01,4.550807162851336907e-01,6.953398499659014798e-01,4.370389308541545170e-01,6.818101116868638956e-01,4.099295511554678084e-01,5.247733160621761428e-01,6.303998407603692566e-01,2.911518461260465540e-01,6.504057058169692151e-01,5.234919270343604270e-01,4.475775311460280514e-01,5.288180170622817089e-01,5.443143349869064007e-01,3.755446312010444210e-01,5.329725790513832884e-01,5.047448383326840204e-01,2.870784994704302928e-01,7.142588456565182042e-01,4.719819980570590379e-01,3.871400692978612668e-01,5.041916585297809839e-01,6.152411374449929804e-01,2.692008974801519128e-01,5.031598561793035884e-01,4.068747152619590080e-01
3.342586928904154875e-01,4.550540496934495360e-01,2.061302681992336905e-01,6.645333062859751783e-01,4.723285652894592124e-01,6.448921550310352524e-01,5.270848994282330002e-01,1.204649974450690553e-01,5.478251141143828384e-01,5.470014304319050780e-01,5.688977065708367142e-01,5.154438508039231870e-01,5.058480655905713830e-01,3.622242012285994961e-01,4.567716575629179876e-01,8.100146945281562205e-01,4.787311838168953892e-01,4.800347570676784525e-01,7.425839224682804218e-01,5.331772966647163603e-02,5.521364430784064803e-01,6.388270230141055439e-01,3.753296329611022220e-01,3.508813215208563818e-01,4.144298365744544244e-01,7.053798075079565910e-01,2.494430552398273493e-01,5.966670540383497423e-01,8.097400854683209914e-01,2.601643806372417878e-01,4.714054404145077704e-01,4.820098778333457568e-01,5.599192884534301973e-01,5.495294553538347948e-01,6.865835639255298828e-01,7.062850620492021614e-01,3.002630066746231341e-01,9.089399391087740199e-01,4.067313968668407331e-01,5.962080039525691211e-01,5.664662056875729990e-01,5.977561023670533435e-01,7.593981427060068068e-01,4.456041951664386769e-01,5.429049344856424764e-01,5.824801227507323542e-01,6.103201018607457007e-01,3.347212633759061307e-01,3.483793926987376888e-01,5.112574031890660953e-01
4.574130710958452806e-01,5.206800580832526837e-01,6.448816768086544915e-01,5.947333722139108714e-01,5.007229827900219199e-01,6.430113553797928150e-01,4.367593794847263178e-01,3.036535513541134268e-01,7.173453861988722258e-01,5.968573197549051912e-01,6.441141972997928011e-01,5.557852359093988781e-01,6.292552737210692637e-01,4.250701537566791699e-01,4.845500025524528964e-01,7.264302258972379356e-01,4.754143121705683983e-01,5.428099375841390906e-01,6.640011236481110357e-01,2.748507899356348871e-01,8.100403784728500423e-01,5.007261507052710447e-01,5.232553037449814148e-01,2.846299372462162136e-01,4.370400803432848980e-01,4.906764063039227297e-01,4.341782223232553695e-01,3.936862289366646617e-01,7.969198373211668907e-01,4.341997118001814648e-01,7.892648963730569678e-01,1.945709238386703621e-01,5.042819282430180960e-01,2.329381252315672612e-01,5.698922709077720583e-01,8.735216261505207580e-01,4.891466648985545174e-01,7.500479039366392264e-01,5.607743146214099195e-01,6.546566205533596028e-01,6.467374366965329413e-01,3.384738540358136483e-01,7.849065475490772936e-01,4.866948194849223808e-01,6.588753036759726900e-01,5.840842516390012396e-01,4.715326021399691703e-01,6.740550569554712990e-01,4.751237435372543949e-01,4.048724373576310098e-01
3.303180727426716645e-01,5.519355033881897521e-01,3.650371872887085978e-01,7.096051930927809170e-01,5.643399431108928610e-01,5.073633513939921347e-01,2.620378596323378328e-01,2.580480327031170473e-01,6.309070974671081578e-01,4.831640299750208922e-01,5.406777969104838988e-01,6.570446735395190085e-01,3.752925100350157916e-01,5.353404092908291556e-01,6.473250293532084587e-01,6.445393639012726439e-01,5.833562847238710214e-01,2.274874556357851518e-01,6.480265930052906409e-01,5.152823873610298255e-01,6.956547941903211685e-01,3.768977357089829949e-01,2.918891643447927842e-01,3.661337209302324980e-01,4.733315073495845682e-01,3.339468537904060619e-01,8.242327801773130513e-01,3.918163858221963558e-01,6.918557360804311607e-01,5.170518225970005544e-01,8.842292746113988855e-01,5.392674976984896951e-01,4.972196679181641321e-01,5.613671730270470839e-01,2.608494747870939712e-01,3.234645554557155078e-01,2.830349644167440282e-01,5.299423023696481216e-01,4.307788022193211330e-01,7.044738142292489291e-01,2.098753408648227903e-01,4.082760659129535119e-01,7.631832608440108912e-01,3.595808798747001100e-01,5.590007567007845291e-01,5.558143860138559100e-01,4.179574239953537385e-01,7.465481532619953065e-01,5.379235230821720615e-01,5.280478359908883368e-01
6.092763374582411684e-01,5.992739593417232280e-01,2.286680189317106260e-01,2.911681923067170885e-01,4.054228825178546325e-01,5.640084283074878746e-01,3.144513542449713928e-01,6.647700562084823961e-01,3.861406963214892296e-01,3.978201925745640244e-01,7.296648449003019232e-01,5.411791707427197062e-01,3.857524126740114467e-01,4.751644796626803835e-01,5.797871254275358543e-01,3.718014495280317355e-01,5.048734507811387662e-01,3.646040876269734943e-01,3.385036752656960246e-01,3.589888823873610413e-01,5.071817433054098823e-01,6.804913697104677528e-01,2.952085298699019256e-01,6.380514027316351866e-01,4.082854012599287374e-01,2.706392116262126835e-01,3.346419640827461572e-01,3.146194073213247622e-01,4.558785276326927094e-01,8.192079842023802794e-01,7.717778497409326643e-01,4.452414719713368441e-01,3.277932820687855520e-01,6.302056317154501874e-01,4.701985331649786160e-01,4.957476261019500563e-01,3.893316536268399131e-01,6.152036449573123900e-01,4.907657473890339461e-01,4.725592885375493601e-01,8.677201012855473294e-01,5.136481194118081017e-01,9.185141648054544472e-01,1.920141160609845077e-01,5.870365207694451248e-01,5.605198307527781143e-01,3.927312529318471301e-01,5.671082153952364813e-01,6.172978505629478363e-01,4.126378132118451170e-01
8.213663953324236155e-01,7.410838173604389345e-01,3.751093080910524735e-01,6.033927529984532967e-01,4.947543331900874364e-01,4.969878142450852021e-01,3.851545593293697056e-01,5.837925396014307378e-01,7.132506936364449990e-01,2.644804543222528670e-01,5.660502607871028546e-01,7.347982040283945748e-01,7.276881031685028534e-01,5.384864236123731995e-01,4.148169891265506282e-01,6.466115414310975584e-01,6.884514934232395245e-01,5.759123730265574004e-01,0.000000000000000000e+00,5.381053247513165605e-01,4.678742039815986242e-01,5.139627412769117720e-01,6.111581580044316286e-01,3.798703396087116380e-01,6.650529535287135197e-01,3.767015606426626917e-01,6.091498067742669997e-01,5.990981987216733584e-01,7.640351782654473123e-01,5.082531888776218310e-01,7.986237046632124192e-01,4.164987186185962198e-01,4.683430039954223356e-01,5.958262319377547467e-01,4.995449050318351292e-01,5.746025693955363334e-01,3.199111523670600254e-01,3.280142221465222052e-01,4.766828492167101694e-01,6.780088932806322966e-01,3.989408843007401506e-01,4.170349023374959607e-01,8.370048195603621011e-01,3.670711156049881740e-01,4.815126050420167614e-01,5.143409122611243278e-01,5.374273460361427279e-01,4.085088022091819537e-01,4.293835131092040847e-01,3.311776765375854525e-01
3.452124405966217058e-01,6.392223297838013352e-01,4.114221320712192487e-01,3.807972208839415229e-01,4.157795649415761963e-01,7.208880861929376493e-01,2.649285860725756891e-01,5.176980071538068717e-01,4.356104000716011226e-01,8.698306966416875508e-01,4.696264131167177669e-01,6.287104622871048099e-01,5.009458536168759357e-01,4.957326160444913143e-01,7.231430905099801576e-01,4.003735896988867005e-01,5.460776864998337921e-01,3.933178313547913696e-01,6.057750831031416539e-01,3.525734347571679583e-01,5.727917394885393421e-01,7.232832219747588054e-01,6.629736074241460164e-01,6.713362864525653784e-01,7.475075321829635078e-01,6.398941677211549273e-01,1.552398272334622464e-01,2.870052295177222268e-01,5.846493527942361323e-01,1.612584725409617614e-01,8.667260362694300113e-01,3.062551317459132338e-01,6.125343827172886613e-01,5.940088921822896939e-01,5.474008005802862842e-01,6.021929718046481472e-01,6.903682093444722945e-01,3.304732908939939651e-01,3.301444190600522077e-01,5.505899209486164736e-01,5.346951694585119208e-01,4.423605507524815406e-01,2.913224403432467802e-01,2.964670195681912701e-01,4.901945517543509490e-01,5.450288278234993733e-01,4.917774253356267389e-01,3.148947186744908699e-01,1.298060520169015408e-01,5.416594533029612801e-01
4.812854655813296745e-01,3.989109390125847865e-01,4.702366463826910259e-01,3.637447067474707252e-01,5.752041254834552308e-01,3.607772311141557720e-01,2.223513064078908585e-01,6.193663771078180558e-01,4.717712342253646551e-01,5.528918209184654486e-01,5.675625764268423801e-01,6.288584543607496080e-01,6.458920488513109071e-01,3.139671404165607083e-01,5.207539690642707386e-01,6.346935319170132761e-01,5.389833325419061127e-01,4.305446089829886858e-01,6.250784212744043833e-01,3.718572264482153389e-01,8.074690130376263042e-01,3.639499814402376021e-01,2.471139290493845897e-01,7.499953857511996169e-01,4.068360266593626928e-01,4.354768204302312817e-01,4.431984541941351163e-01,1.808646135967460211e-01,6.379941782448027565e-01,3.879116187223141665e-01,5.813309585492227871e-01,5.337662660794705305e-01,6.458871242997972217e-01,6.012171174509077787e-01,5.557612228998199955e-01,5.051679335551400030e-01,2.464306237015426726e-01,4.557388916093594311e-01,5.108089915143603221e-01,6.992934782608695166e-01,5.316152123100895688e-01,4.259410330303701753e-01,6.628071000352651065e-01,5.583794286167449439e-01,6.368513282090086935e-01,4.843469568047612528e-01,3.337391382044809784e-01,4.826652571625820176e-01,5.246174841875969053e-01,3.376309794988611168e-01
