5.264894366264343262e-01,6.952983140945434570e-01
3.688898086547851562e-01,7.897690534591674805e-01
1.626962125301361084e-01,9.232853651046752930e-01
8.526227474212646484e-01,6.293370723724365234e-01
6.230884790420532227e-01,7.450148463249206543e-01
5.268161296844482422e-01,6.989020109176635742e-01
5.647508502006530762e-01,4.820117354393005371e-02
4.795078337192535400e-01,3.690691590309143066e-01
4.935523569583892822e-01,2.046397030353546143e-01
3.507874011993408203e-01,6.120592951774597168e-01
5.610740184783935547e-01,2.111330628395080566e-01
1.801680922508239746e-01,6.132358312606811523e-01
4.203028380870819092e-01,7.733392715454101562e-01
4.237919151782989502e-01,7.136994004249572754e-01
3.083039522171020508e-01,6.873762011528015137e-01
4.409145116806030273e-01,7.529492378234863281e-01
2.607313990592956543e-01,3.413271307945251465e-01
2.564361393451690674e-01,4.003611803054809570e-01
3.960072100162506104e-01,8.338803052902221680e-01
2.346092015504837036e-01,7.556957602500915527e-01
2.587150335311889648e-01,7.622920274734497070e-01
7.955483794212341309e-01,3.110081553459167480e-01
1.963848024606704712e-01,9.300376176834106445e-01
2.243041396141052246e-01,9.435770511627197266e-01
4.392672777175903320e-01,4.706539213657379150e-01
3.020051121711730957e-01,7.590241432189941406e-01
3.669982552528381348e-01,2.795553207397460938e-01
7.331999540328979492e-01,5.968419313430786133e-01
6.657129526138305664e-01,6.421743631362915039e-01
1.238004863262176514e-01,9.162063002586364746e-01
8.400487899780273438e-02,8.580439090728759766e-01
3.405883014202117920e-01,2.035022974014282227e-01
8.072850704193115234e-01,5.915809869766235352e-01
9.094803929328918457e-01,6.815893650054931641e-01
6.217035651206970215e-01,7.424122691154479980e-01
1.420969963073730469e-01,4.288630187511444092e-01
8.930530548095703125e-01,6.504004001617431641e-01
8.986513018608093262e-01,6.738265752792358398e-01
8.018904924392700195e-01,6.870337724685668945e-01
8.217878341674804688e-01,7.507207989692687988e-01
9.412287473678588867e-01,5.800252556800842285e-01
7.916064262390136719e-01,5.617265105247497559e-01
3.908790946006774902e-01,5.704445838928222656e-01
1.489533483982086182e-01,5.717056393623352051e-01
8.196083307266235352e-01,6.191639900207519531e-01
1.941702812910079956e-01,4.116004407405853271e-01
1.809751987457275391e-02,4.401954710483551025e-01
5.986671447753906250e-01,3.289853930473327637e-01
2.966760993003845215e-01,5.335806608200073242e-01
5.195586681365966797e-01,1.805966496467590332e-01
1.532560586929321289e-01,5.223551988601684570e-01
5.504831671714782715e-01,1.356576383113861084e-01
4.664664864540100098e-01,9.779942035675048828e-02
5.304968357086181641e-01,7.282080650329589844e-01
5.734348297119140625e-01,1.166689097881317139e-01
5.291196703910827637e-01,6.273006200790405273e-01
3.784351348876953125e-01,9.037131071090698242e-02
4.568178951740264893e-01,4.021508693695068359e-01
4.747205376625061035e-01,3.751147389411926270e-01
6.654992103576660156e-01,4.693494439125061035e-01
4.204996526241302490e-01,3.444080948829650879e-01
6.505342721939086914e-01,5.774933099746704102e-01
6.380815505981445312e-01,3.954465389251708984e-01
6.238813400268554688e-01,4.472683966159820557e-01
6.512017250061035156e-01,4.456001222133636475e-01
6.135803461074829102e-01,4.471567273139953613e-01
5.083754062652587891e-01,5.865320563316345215e-02
1.862028539180755615e-01,6.131151318550109863e-01
4.778824448585510254e-01,1.851760745048522949e-01
3.435061573982238770e-01,6.292695403099060059e-01
3.299190104007720947e-01,6.189174056053161621e-01
3.018642067909240723e-01,6.131374239921569824e-01
3.327224254608154297e-01,5.925214290618896484e-01
2.458231151103973389e-01,6.283835172653198242e-01
3.128711581230163574e-01,6.101585626602172852e-01
2.425920367240905762e-01,6.119956970214843750e-01
3.140413761138916016e-01,6.357324719429016113e-01
3.591711819171905518e-01,6.792766451835632324e-01
5.283102989196777344e-01,4.056835174560546875e-02
5.660064220428466797e-01,2.079682648181915283e-01
2.965899705886840820e-01,6.264035105705261230e-01
5.275300145149230957e-02,6.578268408775329590e-01
2.987819314002990723e-01,3.647281527519226074e-01
2.996773123741149902e-01,6.601935029029846191e-01
3.553015589714050293e-01,8.431118726730346680e-01
1.019881665706634521e-01,5.112301707267761230e-01
4.875286221504211426e-01,2.958335280418395996e-01
3.562127053737640381e-01,7.981696128845214844e-01
3.537687361240386963e-01,8.478373289108276367e-01
4.978000819683074951e-01,9.346714019775390625e-01
4.974047839641571045e-01,9.342653155326843262e-01
3.930210471153259277e-01,7.559418678283691406e-01
3.281086087226867676e-01,6.680448651313781738e-01
3.989596366882324219e-01,2.855625152587890625e-01
4.551481008529663086e-01,7.024624943733215332e-01
4.736963212490081787e-01,7.744837999343872070e-01
