id,danceability,energy,acousticness,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,key,duration_ms,peak,chart_time
4z8sz6E4YyFuEkv5o7IJni,0.497,0.312,0.302,0,0.0968,-9.088,0.0269,0.177,105.036,4,11,203373,189,1
6HUnnBwYZqcED1eQztxMBN,0.744,0.836,0.0435,0,0.194,-2.396,0.0507,0.36,114.965,4,6,174933,76,19
3NxAG2ni1lLa8RKL6a0INc,0.739,0.472,0.0145,0.00000727,0.207,-11.204,0.156,0.289,80.03,4,1,241400,186,3
1wIQtB3UQ1TfjNMZZqO6eh,0.617,0.686,0.3,0.0000136,0.105,-9.858,0.245,0.544,79.252,4,2,161827,192,2
5ZWwLNhwmJXM7yKZJ5sxN1,0.748,0.654,0.187,0,0.265,-6.053,0.0651,0.675,140.039,4,7,180893,193,1
6mb6lVLNrcUgLnEN8QnDJd,0.576,0.319,0.603,0,0.173,-10.934,0.0518,0.0921,83.632,4,4,163387,148,17
3Te3gG6MPEDNqLGzWrjKC3,0.669,0.621,0.0656,0,0.0982,-8.089,0.0547,0.198,110.021,4,1,198653,195,1
2Ae5awwKvQpTBKQHr1TYCg,0.811,0.801,0.0548,0.0000209,0.0742,-6,0.0802,0.693,105.055,4,9,195429,169,3
0kN8xEmgMW9mh7UmDYHlJP,0.578,0.574,0.196,0,0.083,-6.209,0.0454,0.301,174.152,4,2,261240,160,5
4scpF6J5uMBvoh6sFB7EL1,0.888,0.483,0.013,0.00000485,0.0926,-7.797,0.154,0.226,125.008,4,6,200080,164,6
7lGKEWMXVWWTt3X71Bv44I,0.598,0.673,0.177,0.000316,0.203,-6.134,0.0469,0.255,117.02,4,9,193546,188,4
4UknpXoLjlB7Mao4UWcJ2o,0.853,0.656,0.0403,0.00000647,0.0889,-7.011,0.0816,0.857,113.991,4,7,220173,200,1
5GFDrUTLGJix84sNhjCG0g,0.945,0.394,0.303,0,0.131,-8.571,0.492,0.743,120.058,4,10,209747,6,29
43jBqV3j3Xi1g6wO0bhIMd,0.781,0.57,0.273,0,0.196,-5.874,0.188,0.858,107.059,4,11,193181,48,10
1yNyoWWWikbLhwIGWjZuDW,0.563,0.775,0.00251,0,0.326,-6.433,0.0366,0.458,144.945,4,8,197793,49,14
3TRFq09DUgYj1mug6RRqJW,0.405,0.846,0.0948,0,0.0666,-3.57,0.195,0.602,82.232,4,6,248337,96,7
0PDUDa38GO8lMxLCRc4lL1,0.584,0.7,0.117,0,0.0939,-4.275,0.0456,0.438,124.944,4,11,202747,124,5
5tFep7dXGd7vEJ668wTPux,0.85,0.405,0.119,0.000118,0.0707,-7.509,0.225,0.344,139.976,4,7,190312,38,36
2aFiaMXmWsM3Vj72F9ksBl,0.774,0.764,0.156,0,0.0383,-5.445,0.0518,0.912,118.997,4,4,219147,144,1
7zBPzAjKAqQpcv8F8GCq5s,0.779,0.455,0.0542,0,0.177,-15.025,0.28,0.197,140.181,4,1,153429,145,1
4sQMalN597HdggTu196aL0,0.598,0.532,0.0668,0.00000322,0.0617,-6.833,0.0295,0.261,74.963,4,3,262521,150,4
1OAiWI2oPmglaOiv9fdioU,0.565,0.849,0.00868,0.00000468,0.12,-3.516,0.0517,0.427,102.034,4,0,212647,153,1
7xHWNBFm6ObGEQPaUxHuKO,0.668,0.725,0.0102,0.000479,0.0561,-6.127,0.266,0.729,191.944,4,1,210227,153,4
1a5Yu5L18qNxVhXx38njON,0.789,0.442,0.586,0.00366,0.0927,-7.844,0.0421,0.45,121.971,4,11,192846,112,8
1sTUEdVO85YU8Ymk2jeAls,0.273,0.794,0.0217,0,0.0616,-6.644,0.0675,0.377,95.902,4,7,214745,140,4
16Ah4QqH4mgYVXqfC4mdSd,0.487,0.532,0.0129,0,0.123,-8.129,0.245,0.243,138.13,3,11,228640,171,1
0L7loeTIg6akW84aEQZpCT,0.746,0.877,0.0375,0.000833,0.233,-3.782,0.0666,0.751,107.985,4,9,166138,173,1
7bTwYGhBdSQ8vuXc76Xint,0.667,0.58,0.605,0.000231,0.0849,-6.412,0.0286,0.579,76.241,4,5,160097,161,6
6Knv6wdA0luoMUuuoYi2i1,0.688,0.702,0.0215,0,0.128,-4.792,0.0499,0.74,94.006,4,7,192191,175,1
4OZEu0Vwq0RB2LAq14v99n,0.611,0.7,0.0199,0,0.0549,-5.331,0.0436,0.213,104.981,4,9,220573,177,1
1wHZx0LgzFHyeIZkUydNXq,0.713,0.526,0.00767,0.000148,0.124,-5.046,0.032,0.131,131.05,4,1,262693,169,9
2s76aKBWKShlwPC4xTtEEE,0.706,0.674,0.11,0.000626,0.0784,-6.977,0.0337,0.545,113.956,4,9,207307,180,1
6yr8GiTHWvFfi4o6Q5ebdT,0.551,0.851,0.0748,0,0.0784,-3.277,0.197,0.1,171.411,4,1,297893,152,25
26hcyzSE154xMZCbFdtInA,0.675,0.937,0.152,0,0.154,-3.525,0.0509,0.567,103.961,4,0,218507,151,6
5Z01UMMf7V1o0MzF86s6WJ,0.698,0.732,0.00704,0.000647,0.359,-4.522,0.266,0.0689,171.431,4,2,326467,162,13
152lZdxL1OR0ZMW6KquMif,0.736,0.449,0.33,0.000162,0.0898,-11.462,0.425,0.326,80.126,4,1,219080,9,43
3eze1OsZ1rqeXkKStNfTmi,0.505,0.397,0.716,0,0.0853,-9.349,0.324,0.558,95.063,1,5,219683,75,12
6t2ubAB4iSYOuIpRAOGd4t,0.786,0.854,0.0729,0.00000163,0.179,-4.247,0.0523,0.687,105.078,4,2,157165,90,13
13HVjjWUZFaWilh2QUJKsP,0.568,0.293,0.804,0.0000126,0.107,-10.253,0.0313,0.247,147.175,4,1,260533,184,6
2KpCpk6HjXXLb7nnXoXA5O,0.749,0.884,0.0942,0,0.191,-6.07,0.243,0.705,140.077,4,1,219320,181,6
2IGr3q6ljcpLvHDFLtI0yW,0.785,0.571,0.0587,0,0.327,-7.477,0.0382,0.219,120.025,4,0,228000,193,1
59e7E2LMPZ2bhW5G6aCwX8,0.755,0.629,0.32,0,0.126,-8.284,0.312,0.591,143.083,4,0,188853,167,6
7of1slAJIWrXxP8ikAHxje,0.88,0.605,0.104,0.00488,0.106,-7.639,0.0531,0.626,120.017,4,5,206099,198,2
4sPmO7WMQUAf45kwMOtONw,0.481,0.451,0.336,0,0.0872,-6.095,0.0347,0.289,157.966,4,5,295493,167,2
0BCy325UZyR9z0t0uxwn2N,0.525,0.685,0.385,0,0.0731,-3.954,0.0351,0.54,78.003,4,7,194187,179,10
7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,0.581,0,0.0931,-3.183,0.0802,0.931,95.977,4,1,233713,1,42
6PCUP3dWmTjcTtXY02oFdT,0.461,0.834,0.0232,0.0000114,0.14,-4.868,0.0989,0.471,135.007,4,2,261154,4,32
6fxVffaTuwjgEk5h9QyRjy,0.614,0.379,0.607,0.000464,0.0986,-10.48,0.0476,0.201,107.989,4,4,258987,91,10
0Zx8khUcEfCFK2AEoIhC92,0.657,0.703,0.222,0,0.256,-3.402,0.0753,0.338,122.381,4,1,214693,54,13
1Slwb6dOYkBlWal1PGtnNg,0.781,0.445,0.474,0,0.184,-6.061,0.0295,0.591,78.998,4,2,281560,107,10
1PouCui4RgDYcrQVAqdYuf,0.447,0.38,0.869,0,0.103,-9.36,0.0495,0.155,139.144,4,1,231493,139,1
2Cth0v1xri32oZ799rL3rl,0.442,0.636,0.124,0,0.879,-4.219,0.262,0.251,87.692,5,1,199957,146,1
6cAKeFFYW2aClZSUyvqAEW,0.433,0.745,0.221,0,0.0981,-4.632,0.0377,0.588,95.472,4,8,193447,110,10
0WCEaydwN65cvwaW8aqptF,0.76,0.63,0.096,0,0.113,-6.752,0.0582,0.502,100.977,4,1,203992,68,16
1VdZ0vKfR5jneCmWIUAMxK,0.642,0.289,0.669,0,0.18,-9.918,0.0367,0.407,84.996,4,9,258373,179,1
6canmpFnLHVUzvVWAodifz,0.794,0.608,0.115,0,0.11,-6.822,0.0437,0.316,138.042,4,4,196113,136,12
4qdgv45EPcQqpQ08tF34f8,0.842,0.498,0.0747,0,0.123,-6.838,0.505,0.32,150.933,4,1,179507,167,6
0ESJlaM8CE1jRWaNtwSNj8,0.743,0.571,0.24,0,0.291,-6.054,0.145,0.495,119.054,4,7,213863,97,42
6GG2tkV9PRYGN5rniXPFXZ,0.745,0.669,0.522,0,0.154,-3.613,0.129,0.699,143.164,4,9,181154,171,4
6sDQ4uiWw9OdVrCXFLSlZt,0.712,0.838,0.403,0,0.809,-2.679,0.313,0.607,148.138,4,7,363521,179,5
1BECwm5qkaBwlbfo4kpYx8,0.462,0.538,0.0137,0,0.429,-5.527,0.059,0.405,139.256,4,0,203507,127,12
72jbDTw1piOOj770jWNeaG,0.653,0.658,0.0215,0.00000166,0.0939,-6.428,0.0304,0.219,99.99,4,2,221507,4,30
7KOlJ92bu51cltsD9KU5I7,0.865,0.687,0.242,0,0.158,-3.744,0.217,0.486,139.023,4,10,242407,6,41
6A8dnC0xkiuWN4BshmTB2I,0.617,0.642,0.13,0.157,0.0929,-8.624,0.0334,0.221,105.885,4,8,194013,102,10
0jOfl1nZf6sVBTG08Q4brn,0.852,0.727,0.0962,0,0.154,-4.851,0.267,0.496,130.014,4,1,232705,29,7
1lntL1cI2UIWlxjL5QiN8g,0.38,0.553,0.421,0.00000263,0.0788,-6.621,0.0653,0.384,179.629,4,7,189333,87,14
3SGWp9fJCzgK0WcpcKSQdy,0.746,0.631,0.218,0,0.222,-7.968,0.231,0.342,104.047,4,8,184840,93,9
1uoL9GX45dTnmrWQ7Ii1Ft,0.548,0.731,0.00308,0.0000402,0.123,-6.997,0.0704,0.477,131.973,4,5,226800,142,1
1sXUWdKx03aP9Gmzft58rt,0.683,0.427,0.368,0,0.0604,-6.827,0.0777,0.426,113.634,4,8,176347,11,27
5CPqOpKSk0QcJ3dGdaWcRB,0.723,0.669,0.0522,0.192,0.109,-6.784,0.0348,0.35,125.051,4,0,224133,164,1
728zbo72kOoYdGR3AhNsyF,0.627,0.721,0.296,0.0000641,0.231,-7.782,0.0304,0.383,130.08,4,0,238373,185,1
4cxMGhkinTocPSVVKWIw0d,0.759,0.245,0.515,0.000154,0.102,-6.545,0.138,0.209,96.992,4,6,237507,75,41
2h3i5tGUl6hMu572umjcGo,0.587,0.671,0.0823,0,0.161,-4.48,0.144,0.1,127.133,4,2,215360,100,16
4atJ40xfasjdM9ZF3p07BV,0.529,0.809,0.36,0,0.242,-6.554,0.269,0.136,125.285,4,8,230960,25,5
1crSsvtU9wZB15dIQXV2QH,0.85,0.461,0.591,0.0409,0.1,-9.018,0.0539,0.628,94.038,4,6,265360,112,1
4WfjYOo0JxommRm1PyObJl,0.878,0.443,0.504,0,0.18,-10.054,0.41,0.672,95.554,4,1,251309,116,2
0oiCeOPwm4zhwfyIpAE37y,0.718,0.583,0.623,0.000662,0.0612,-7.884,0.0288,0.422,119.97,4,7,212320,129,1
6eIygPhGcBFKKcxlGTJlY0,0.444,0.336,0.587,0.00274,0.132,-7.778,0.0282,0.392,183.345,3,0,213080,132,1
4aWmUDTfIPGksMNLV2rQP2,0.66,0.786,0.209,0,0.112,-4.757,0.17,0.846,177.833,4,2,228200,32,35
3nxgKa7boB4WjD0X01MXtJ,0.724,0.452,0.223,0,0.118,-8.998,0.0884,0.139,141.903,4,1,248945,188,1
51lPx6ZCSalL2kvSrDUyJc,0.538,0.131,0.983,0.00522,0.156,-14.104,0.0316,0.32,136.149,4,7,190013,196,1
4ntsD33Pgsgk8rUyZLLiUV,0.812,0.628,0.0634,0,0.254,-6.164,0.0682,0.485,123.004,4,10,207059,79,12
204U3zjm9kkzX25Pr4Rdld,0.745,0.685,0.53,0,0.176,-5.7,0.0313,0.437,121.977,4,4,363934,21,12
0fg8CqpjdojMyXLNzM2PaJ,0.803,0.743,0.105,0.00000212,0.099,-3.602,0.0681,0.674,108.005,4,1,203180,26,15
3ebXMykcMXOcLeJ9xZ17XH,0.584,0.54,0.0895,0,0.261,-7.786,0.0576,0.195,137.972,4,1,220883,20,22
6p8NuHm8uCGnn2Dtbtf7zE,0.92,0.674,0.307,0,0.104,-5.662,0.264,0.741,141.967,4,1,304041,21,39
76Y0gxtTxN0FyDCYh5qYQj,0.95,0.743,0.0646,0.0000119,0.103,-5.861,0.238,0.62,136.98,4,10,257546,33,27
4oLuMvGQ4WJfU2s4OM6nfE,0.825,0.7,0.0379,0,0.139,-5.098,0.243,0.317,132.996,4,11,153558,62,2
5wihevBA7MO9PNYyWyTfkh,0.907,0.489,0.0477,0,0.115,-5.79,0.158,0.253,136.982,4,8,211244,64,3
7sO0dVFCfixpLshm4daMH3,0.786,0.625,0.293,0,0.15,-4.194,0.0542,0.216,123.983,4,6,248506,69,2
4Dbn05LNVX5giGbgbz5fdQ,0.562,0.758,0.202,0,0.352,-4.592,0.188,0.573,133.951,4,1,288387,90,1
4AlrLQ2RMxOwz1gTTkb4vQ,0.862,0.785,0.162,0,0.128,-3.571,0.232,0.372,123.012,4,8,274097,100,1
5QxqypupYWHrY8IkGCSObQ,0.836,0.758,0.00625,0,0.207,-5.217,0.191,0.551,140.021,4,8,294658,102,1
3BoPOp7YNORLqMUjE5XAh9,0.723,0.768,0.145,0,0.172,-5.469,0.0587,0.526,142.022,4,0,290794,107,1
2oUuLLKS8WbF7ELJcwbqms,0.728,0.735,0.043,0,0.34,-3.961,0.307,0.225,139.128,4,1,151041,42,5
6Dwtha2FtZFoMEBh5GR2sq,0.827,0.702,0.226,0.0000504,0.158,-7.264,0.267,0.694,130.02,4,6,191720,144,1
2dqLk7ezV15LEJEwUmEbXB,0.593,0.362,0.684,0.00294,0.125,-14.701,0.273,0.0522,169.998,4,0,197773,58,14
2wSQyp6VzUopSFBinRo1iD,0.66,0.698,0.0266,0,0.296,-6.266,0.0467,0.396,120.959,4,5,235693,157,1
3UjJP4ludb74a29P5EHEIo,0.721,0.722,0.025,0,0.0889,-3.56,0.0577,0.112,135.118,4,8,216467,119,10
5abwHwUhywLGNli5NDcEN7,0.62,0.87,0.0454,0.000731,0.0974,-5.174,0.0494,0.428,105.05,4,8,170502,165,5
5clYhUpqYzy0Fdz3TdtZ3j,0.562,0.688,0.0391,0,0.235,-5.353,0.0794,0.707,79.979,4,4,201720,194,1
1MksGqIztTT6M9R1ErKVs8,0.58,0.768,0.608,0.00000105,0.342,-5.482,0.386,0.351,124.719,5,11,325840,8,11
1r0faljjM2b876iNoaDUh5,0.77,0.565,0.284,0,0.257,-7.641,0.272,0.394,141.999,4,10,287320,27,5
1jQsKN68yE94tMYml0wHMd,0.745,0.714,0.147,0,0.132,-6.729,0.0768,0.554,136.972,4,1,213693,28,14
7mldq42yDuxiUNn08nvzHO,0.731,0.469,0.463,0.00000104,0.103,-7.226,0.0326,0.631,98.963,4,5,165387,15,38
1u0MOgWF1bbylVxpJG2ZjB,0.611,0.611,0.388,0,0.113,-8.751,0.143,0.38,142.187,4,8,271693,42,3
2pzuU8vLaG8W1P31X65ZP9,0.473,0.534,0.147,0,0.585,-8.622,0.249,0.118,145.166,4,1,242307,50,2
0URaKGzNTtzKRtsJN1RkA9,0.578,0.608,0.831,0,0.108,-5.997,0.0507,0.199,84.932,4,7,210507,53,2
6zpXc7WJ3TqYWb02B6sKyF,0.379,0.644,0.296,0,0.313,-7.933,0.112,0.144,89.349,5,10,292520,64,2
7yoe9vbbzakNAXwb1UaWLS,0.524,0.489,0.712,0,0.311,-7.142,0.309,0.683,117.296,4,1,89867,74,1
50PWlIBU7PlGGwzgN8TiFJ,0.668,0.449,0.477,0,0.107,-7.897,0.0451,0.154,129.889,4,0,205280,79,6
5VlstKgCJPHDIMCQO4jHcQ,0.462,0.741,0.7,0,0.34,-8.008,0.162,0.589,166.029,4,10,225067,84,1
0CcQNd8CINkwQfe1RDtGV6,0.779,0.787,0.0524,0,0.14,-4.305,0.108,0.708,124.982,4,10,204347,11,35
7M62jxrvr7UJdo6DchAFf3,0.714,0.674,0.293,0,0.262,-7.135,0.268,0.388,136.114,4,5,208307,101,1
6wV12xIUb8oFY7lBy4KuQe,0.737,0.729,0.127,0.0000216,0.077,-6.817,0.0354,0.436,111.937,4,5,212564,91,9
35k5ePiDMMdacA7jIF9RFY,0.391,0.808,0.862,0.000142,0.407,-9.302,0.134,0.304,95.375,3,8,64093,136,1
1sl5tSzfK1JrcQIcA8rYDy,0.65,0.764,0.368,0,0.12,-5.219,0.0939,0.704,102.01,4,4,192320,148,4
3muBQDekYAg7jm6hDu6R0Z,0.587,0.711,0.171,0,0.125,-6.33,0.42,0.381,98.008,4,1,254694,79,37
2wf9bp4MkChojtljddWpbO,0.672,0.574,0.0303,0.00000202,0.18,-4.663,0.0993,0.106,103.019,4,9,246773,100,37
0pSBuHjILhNEo55xK1zrRt,0.804,0.886,0.0837,0,0.266,-2.512,0.04,0.789,144.946,4,1,238587,37,36
7f08qp3HROTkfrtNpiYGGo,0.685,0.783,0.116,0,0.194,-4.152,0.0276,0.525,90.008,4,11,201893,157,13
6520aj0B4FSKGVuKNsOCOi,0.448,0.801,0.0733,0,0.146,-5.363,0.165,0.462,189.798,4,0,237734,10,15
6m9qPYXmhge2QhBLfFKnVF,0.461,0.293,0.947,0.00000995,0.0936,-9.52,0.0555,0.531,180.297,4,6,257775,64,7
6E39QsoWB7JjphPF9xCQSN,0.643,0.813,0.109,0.000348,0.355,-2.147,0.0828,0.36,124.178,4,5,268813,73,5
3ZLyt2ndLFBh148XRYjYYZ,0.531,0.544,0.308,0.00000189,0.0835,-8.615,0.462,0.398,131.921,4,0,203794,112,5
60xaS8mYBKUW4VQQ666N0T,0.704,0.777,0.0358,0,0.151,-5.729,0.195,0.392,111.921,4,2,141542,47,16
0jx8zY5JQsS4YEQcfkoc5C,0.771,0.647,0.294,0,0.37,-5.127,0.376,0.678,155.914,4,5,206240,155,3
4nDfc6F2uVcc6wdG7kBzWO,0.468,0.515,0.145,0,0.132,-6.578,0.0665,0.187,86.21,4,6,214760,159,2
2CvOqDpQIMw69cCzWqr5yr,0.422,0.712,0.273,0,0.051,-5.907,0.1,0.471,78.454,4,11,261160,169,1
5Db9VIdDsN5yu3Eu7CT0i4,0.479,0.419,0.568,0.000217,0.11,-6.517,0.0389,0.186,85.014,4,0,172724,171,1
0IqKeD8ZSP72KbGYyzEcAs,0.566,0.664,0.634,0,0.116,-5.303,0.0464,0.437,128.945,4,4,241688,181,1
3lNfezSWDZIdt6XMwyNCJi,0.939,0.548,0.0013,0,0.111,-7.16,0.141,0.0631,134.004,4,2,187213,183,1
1Uq3IOIy1CUlHUgP6vWpum,0.705,0.453,0.257,0,0.143,-8.174,0.196,0.283,124.942,4,3,226494,173,3
1sYSP7gKa5kdKIfhANfori,0.623,0.493,0.0632,0,0.104,-7.727,0.0338,0.594,81.019,4,5,223847,113,13
49VzL5oBsUICN7U34T98b9,0.711,0.462,0.476,0.0000386,0.108,-7.132,0.055,0.294,84.04,4,10,174311,197,1
5kNe7PE09d6Kvw5pAsx23n,0.66,0.383,0.381,0,0.119,-9.377,0.0304,0.381,83.096,4,2,227427,190,4
3eR23VReFzcdmS7TYCrhCe,0.64,0.533,0.119,0,0.0864,-6.596,0.0706,0.515,99.968,4,0,220781,3,33
3rOSwuTsUlJp0Pu0MkN8r8,0.833,0.434,0.0102,0.0219,0.165,-8.795,0.431,0.281,150.062,4,2,204600,2,34
4Zxdw0Hno7YDu0IzvY76Qo,0.694,0.493,0.0331,0.00000204,0.431,-8.581,0.373,0.313,166.457,4,1,265366,24,10
4Q3N4Ct4zCuIHuZ65E3BD4,0.497,0.489,0.0576,0.0000991,0.122,-7.724,0.294,0.231,171.853,4,11,268187,5,36
67dyMPOUsbZ9Yg06PnfAAh,0.804,0.456,0.000668,0,0.31,-7.44,0.0468,0.165,130.014,4,8,225135,30,8
5NNlUMcOEOdoOIwwaWXv0k,0.703,0.715,0.139,0,0.0456,-6.285,0.114,0.497,99.924,4,9,234308,25,17
5e0RPsQUTQu0A29wqD6bZR,0.816,0.414,0.423,0,0.125,-7.953,0.119,0.197,150.008,4,1,230129,54,2
0n2bvWvMwr0gbjcuTm92eW,0.322,0.352,0.455,0.00333,0.11,-10.986,0.0309,0.266,70.429,3,10,278360,57,3
4lozYCMRLtEc46exlhoK2Q,0.938,0.478,0.0418,0.00884,0.0801,-9.739,0.265,0.386,138.059,4,1,261752,59,8
7iAiOtm19uRwipMm7TH6lw,0.852,0.438,0.0145,0,0.263,-7.673,0.426,0.627,150.945,4,9,278429,66,2
3CyICSGQGqUaFeYvMJgpnt,0.907,0.465,0.0175,0.0000154,0.117,-7.123,0.288,0.188,141.957,4,5,211692,73,2
6PJ8FF6UR8FZXfEvpHkIVN,0.617,0.439,0.424,0,0.127,-5.63,0.0269,0.242,139.979,4,9,280533,34,6
3yaq0WhtGS0Y6r7vDkw4lc,0.863,0.409,0.0887,0.0281,0.359,-8.55,0.321,0.2,130.011,4,1,172225,83,1
7BzjpnOxxngXt1LZiVXhND,0.818,0.746,0.000441,0.00000211,0.176,-6.187,0.177,0.609,147.977,4,11,248748,85,1
7zxRMhXxJMQCeDDg0rKAVo,0.748,0.723,0.105,0,0.0949,-6.213,0.347,0.35,154.966,4,0,179773,87,24
572NmogOEHowA9JdNqh036,0.914,0.545,0.119,0,0.395,-7.323,0.459,0.802,134.057,4,1,207754,91,1
133V82vMO7TB1WYehNUMwW,0.75,0.546,0.00597,0.0000318,0.377,-6.951,0.384,0.438,75.443,4,6,168607,126,1
3s2rQnjOKEENte75MloNMq,0.928,0.496,0.133,0.000196,0.231,-8.385,0.154,0.0782,126.017,4,2,217173,128,1
6RUKPb4LETWmmr3iAEQktW,0.617,0.635,0.0498,0.0000144,0.164,-6.769,0.0317,0.446,103.019,4,11,247160,2,36
104buTcnP2AsxqB7U1FIZ4,0.59,0.671,0.0484,0,0.0604,-6.098,0.0706,0.438,149.982,4,9,169801,51,4
77zIq99gy96DGkMak3a2wF,0.857,0.601,0.00103,0.0000158,0.149,-5.837,0.0782,0.279,147.076,4,2,218521,149,1
7sMBRW8Y8iL19IchYMAogN,0.799,0.468,0.437,0.0000017,0.0778,-10.077,0.267,0.344,117.994,4,10,270466,158,1
4IcwdrlHrNF7IxMMMloEBh,0.883,0.583,0.36,0,0.15,-7.55,0.234,0.533,125.898,4,7,185132,178,1
3OoZagIW3YK8vjt0ws6NOI,0.773,0.81,0.0479,0.00000445,0.271,-5.171,0.116,0.567,112.002,4,2,283253,167,5
2Yimo750CLgO2mDPPndSK6,0.799,0.426,0.0313,0.00153,0.376,-8.089,0.0727,0.171,75.538,4,1,155456,183,1
1RLRjT3mBJ7PW83rIvE2bu,0.755,0.317,0.126,0,0.128,-11.071,0.487,0.588,145.978,4,9,254187,189,1
49zD0wr2S3d0lZPib0K4e1,0.874,0.568,0.0698,0.0000138,0.149,-5.896,0.224,0.46,139.995,4,11,237400,192,2
7tr2za8SQg2CI8EDgrdtNl,0.736,0.795,0.498,0.00000121,0.254,-3.299,0.0545,0.511,104.066,4,1,230813,8,30
0dA2Mk56wEzDgegdC6R17g,0.679,0.634,0.232,0,0.115,-5.024,0.0654,0.498,102.013,4,5,210091,12,35
3mRcWCyteY2133a7xVMrYw,0.628,0.481,0.29,0,0.118,-7.775,0.475,0.33,108.761,5,1,254370,22,16
2Ce5IyMlVRVvN997ZJjJJA,0.415,0.369,0.0303,0.00000764,0.383,-10.044,0.0741,0.0913,95.746,4,8,251423,24,21
1gb6riq7CCP5clGpSD0XPH,0.87,0.531,0.428,0,0.0798,-6.471,0.0992,0.315,100.01,4,5,451530,74,3
4Q9vx0KwTiOMaRjOZkaxst,0.697,0.459,0.729,0.00000835,0.0971,-8.498,0.448,0.409,80.085,4,8,255556,79,1
3IJPE9ICRq5PxVZxdv1sEv,0.79,0.438,0.0634,0,0.1,-6.462,0.133,0.247,90.022,4,1,248050,82,2
6pRoE3RdW4w1Fjd8epVWjZ,0.573,0.538,0.253,0,0.0622,-5.462,0.138,0.148,152.096,4,4,256343,88,2
5qdaaB2RYHohGB1vglLuAf,0.589,0.63,0.0601,0,0.102,-5.289,0.0985,0.0486,76.494,4,0,226863,92,1
7y06b4wdIvUa5mEiEClTA3,0.704,0.682,0.174,0,0.121,-5.862,0.307,0.594,149.988,4,4,237383,127,1
73grS4MZ4rHwa7CJOihO73,0.784,0.486,0.0538,0.497,0.101,-6.497,0.0475,0.0894,110.964,4,5,265996,147,1
70nMgdn0StiYRaDqTGJeCO,0.817,0.526,0.0223,0,0.192,-7.426,0.127,0.419,125.014,4,0,270823,151,1
40FrkaBaV1XUfpUH1W6319,0.681,0.524,0.212,0.00000213,0.112,-7.47,0.327,0.15,96.183,4,4,178143,154,1
2zGvXOnaY9owBpYz3ZLjw5,0.787,0.492,0.365,0.0000247,0.239,-6.574,0.256,0.241,130.016,4,10,221610,162,1
4ARPvK8DHLwt4oX65ZAFMw,0.763,0.726,0.259,0,0.0976,-6.405,0.282,0.349,139.059,4,1,126346,26,28
23TxRN09aR1RB0G0tFoT0b,0.514,0.837,0.123,0,0.0879,-3.598,0.0387,0.558,143.893,4,5,263120,182,1
2KlDzyTJVmOlH1sVTuPcSF,0.971,0.548,0.00529,0.00155,0.11,-6.82,0.154,0.183,129.994,4,11,302057,186,1
6kex4EBAj0WHXDKZMEJaaF,0.696,0.817,0.075,0,0.187,-3.862,0.109,0.782,98.064,4,1,216409,35,27
0afhq8XCExXpqazXczTSve,0.624,0.876,0.0735,0,0.327,-3.374,0.1,0.781,99.943,4,9,170827,7,21
0tgVpDi06FyKpA1z0VMD4v,0.599,0.448,0.163,0,0.106,-6.312,0.0232,0.168,95.05,3,8,263400,15,26
51ChrwmUPDJvedPQnIU8Ls,0.761,0.386,0.355,0,0.0953,-6.158,0.0399,0.526,134.943,3,4,238440,17,8
2RttW7RAu5nOAfq6YFvApB,0.522,0.385,0.536,0,0.135,-7.355,0.0288,0.236,89.792,4,0,207520,19,10
0gbBzIqrECJOEPvQJIBFs5,0.616,0.714,0.0162,0.0000123,0.0817,-7.792,0.0982,0.24,128.924,4,9,234653,20,12
5HDPtsnyb3maFmPL8LLUTG,0.78,0.745,0.0559,0,0.0595,-3.97,0.145,0.862,94.026,4,7,189280,22,5
2pJZ1v8HezrAoZ0Fhzby92,0.838,0.492,0.251,0,0.262,-5.69,0.038,0.895,115.092,4,1,237333,24,5
2dfHh7ECGxfNqZTQno09Vk,0.604,0.366,0.719,0,0.162,-7.881,0.0267,0.181,105.177,3,7,248413,28,4
7oolFzHipTMg2nL7shhdz2,0.64,0.812,0.086,0,0.0509,-5.647,0.0834,0.914,86.013,4,8,227427,29,3
3Lfiu5sZ4M4B6JaKMBc0FU,0.747,0.76,0.448,0,0.153,-4.294,0.187,0.682,99.975,4,1,191147,31,5
4VuS959DSpr82t3qBqCrWG,0.589,0.242,0.914,0,0.0887,-10.517,0.0442,0.257,89.749,4,6,221107,32,5
35QZaWQRkmnAVqBF1TLCxQ,0.68,0.852,0.117,0,0.0866,-4.35,0.0349,0.858,101.993,4,7,179787,41,4
6SznMYPQJHzr3IwsAHLId2,0.738,0.677,0.52,0,0.133,-5.121,0.0824,0.882,127.067,4,7,176747,44,3
6TIU9Ehmi6dMzZK73Ym4yj,0.552,0.29,0.85,0,0.227,-5.617,0.0448,0.481,78.842,4,10,247107,49,3
3IHZc2GclRu5nJpTqty7MY,0.931,0.358,0.172,0.00000717,0.152,-5.348,0.234,0.0794,140.052,4,1,274847,120,6
53MHr9cjIlwet0mpmqNvjC,0.733,0.777,0.0256,0,0.239,-2.83,0.0791,0.724,88.494,4,8,217561,126,2
0FuTx2s3YH1ppmtiM6l0zI,0.623,0.654,0.0545,0,0.0838,-5.675,0.0372,0.401,95.921,4,0,220291,86,12
