id,danceability,energy,acousticness,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,key,duration_ms,peak,chart_time
248OFOZef6ShXv6DGgbnxU,0.739,0.448,0.189,0,0.118,-10.28,0.138,0.553,81.044,4,10,206533,123,34
3FiE2d325mIOc4YjkSLVJR,0.635,0.738,0.0192,0,0.15,-4.424,0.0519,0.428,130.971,4,7,194840,65,9
5bgwqaRSS3M8WHWruHgSL5,0.83,0.585,0.225,0.00209,0.0576,-5.802,0.0366,0.642,105.03,4,1,228600,120,18
5qbcsZMwL0x46sX7VO37Ye,0.705,0.492,0.0314,0,0.106,-6.762,0.0905,0.36,77.114,4,8,199520,74,16
0NyOeqzqjVM9j7IuWp2oJ6,0.625,0.707,0.22,0,0.213,-4.761,0.0337,0.479,138.064,4,2,248156,176,1
312WNtMs3F28cUukaPY9bo,0.658,0.623,0.0683,0,0.321,-6.934,0.0398,0.207,100.436,4,0,250747,180,2
1Ob94QesoxHSBrypyBbdfd,0.767,0.512,0.893,0.000223,0.103,-6.777,0.0591,0.489,123.921,4,6,207107,194,1
7KcGEssn7BnJdTgildK5y0,0.873,0.561,0.0766,0.00000293,0.416,-7.013,0.272,0.417,139.064,4,1,272453,22,12
6Nle9hKrkL1wQpwNfEkxjh,0.776,0.503,0.874,0,0.112,-5.732,0.237,0.473,110.134,4,0,210285,48,7
0or0gNaKAXYYCsOrpvRzAu,0.534,0.218,0.923,0,0.0944,-11.16,0.111,0.345,76.715,4,10,171728,74,3
6H0AwSQ20mo62jGlPGB8S6,0.841,0.516,0.0263,0.00072,0.111,-7.461,0.118,0.556,145.995,4,11,210200,41,26
1KZ0Xo6Mmeprp1Sw5xCHYz,0.729,0.838,0.00612,0,0.0721,-4.476,0.313,0.349,136.869,4,8,275720,100,3
63NTlJWNS65JjsE3QJYr20,0.802,0.628,0.616,0,0.114,-8.352,0.431,0.644,143.946,4,11,295653,177,1
7FCfMXYTIiQ9b4hDYs4Iol,0.661,0.651,0.117,0.0000132,0.056,-3.771,0.0499,0.368,87.46,4,7,202915,184,1
6xHI9KjUjYT0FPtGO8Mxa1,0.464,0.813,0.0153,0,0.254,-6.185,0.0416,0.516,75.975,4,10,222533,85,30
7xVLFuuYdAvcTfcP3IG3dS,0.841,0.733,0.0246,0,0.174,-5.077,0.142,0.284,130.009,4,1,283693,192,1
3sdDgcU2XvO8EwkUsIe7VW,0.831,0.62,0.0702,0.000779,0.111,-6.236,0.0452,0.396,101.029,4,5,275560,162,4
7hDc8b7IXETo14hHIHdnhd,0.809,0.463,0.256,0.085,0.109,-11.377,0.0396,0.364,111.98,4,11,298941,1,32
2bjwRfXMk4uRgOD9IBYl9h,0.924,0.444,0.0143,0,0.26,-8.227,0.243,0.314,136.088,4,1,236615,2,32
05KOgYg8PGeJyyWBPi5ja8,0.617,0.492,0.0621,0,0.484,-7.588,0.448,0.208,141.953,4,10,218674,4,13
6UjfByV1lDLW0SOVQA4NAi,0.872,0.389,0.0343,0.000679,0.0941,-8.343,0.0634,0.156,131.012,4,1,189230,6,28
2XlHu0HcujBCkWMdIAvrqt,0.724,0.548,0.0521,0.0000074,0.104,-8.062,0.0497,0.392,98.017,4,7,216558,8,12
6CfrYuD3YRDYdYvH9jNtXY,0.919,0.627,0.0626,0,0.529,-6.764,0.234,0.52,97.076,4,10,149569,10,6
0xl1w2q4VLojeXp4JfazPL,0.903,0.432,0.0463,0,0.111,-11.885,0.426,0.555,139.028,4,8,307593,12,9
7y6c07pgjZvtHI9kuMVqk1,0.78,0.729,0.0896,0.422,0.104,-9.138,0.0493,0.844,123.009,4,5,250337,13,8
6n3HGiq4v35D6eFOSwqYuo,0.768,0.282,0.11,0.0208,0.113,-10.348,0.0863,0.175,97.043,4,8,219692,14,15
13e6f8t7RKXuxZ0JdaaJRG,0.719,0.354,0.755,0.00969,0.349,-10.461,0.104,0.205,123.152,4,11,107673,15,6
2jTujnt0y344ai1rNOywgr,0.872,0.623,0.0143,0.0214,0.125,-6.984,0.0446,0.0883,119.983,4,1,162638,17,7
2fkeWbM6iqTw7oGHTYm2lw,0.621,0.247,0.499,0.0239,0.113,-12.291,0.0393,0.221,111.974,4,11,186293,18,6
76gUmNLXGQVOsGhfcshkFP,0.834,0.527,0.235,0.00968,0.632,-10.4,0.193,0.319,105.86,4,7,205163,19,6
28irpKCCK9nn9DZSik2zEx,0.669,0.385,0.227,0,0.7,-8.901,0.378,0.391,162.039,4,0,206120,25,4
6MbH1QiphMCPTqVEVC7UYi,0.76,0.227,0.379,0.0017,0.355,-8.327,0.15,0.279,96.912,4,11,153725,27,4
5f5r2N4Lp9WoULWPH9zp2W,0.636,0.568,0.0111,0,0.117,-8.441,0.419,0.438,82.495,4,1,228438,28,5
2KvHC9z14GSl4YpkNMX384,0.787,0.69,0.234,0,0.112,-6.206,0.404,0.465,171.029,4,7,283551,30,16
2Na0z2gfN67Rzf0vp74Wi3,0.519,0.576,0.736,0,0.371,-9.162,0.414,0.373,87.983,4,4,305374,31,4
7bJ4mu7MHa3rHiNyKjOoSl,0.813,0.558,0.0754,0,0.385,-7.559,0.337,0.631,124.949,4,9,250770,34,9
2dfqS3MRtbLZSZA1IL8xY5,0.801,0.813,0.0117,0.00000379,0.157,-6.404,0.23,0.403,129.962,4,7,143214,36,4
5JUu0unA8VwhTZ9LkMWUVI,0.429,0.275,0.352,0.00000658,0.185,-11.156,0.161,0.258,76.683,4,0,368036,40,4
1x5sYLZiu9r5E43kMlt9f8,0.707,0.629,0.259,0.000016,0.138,-4.581,0.0563,0.457,122.863,4,0,212459,48,21
6Q2FftbUG530lCtBI74bMH,0.839,0.81,0.501,0,0.117,-5.274,0.0568,0.814,129.014,4,5,209269,28,22
2NyrXRn4tancYPW6JwtTl2,0.851,0.625,0.195,0,0.266,-5.417,0.303,0.668,99.061,4,10,158684,100,31
00lNx0OcTJrS3MKHcB80HY,0.876,0.669,0.163,0,0.185,-6.054,0.138,0.682,124.007,4,11,213947,130,6
77lGafvlU68CeHgB2pkHC9,0.537,0.779,0.00257,0.000129,0.209,-6.638,0.2,0.212,169.909,4,7,199973,81,10
1KT0xdIjm7t053xByACrrg,0.512,0.532,0.126,0,0.103,-6.821,0.0266,0.283,81.353,4,6,227928,171,1
4kNvYhyl8R6m1vykVkcuBu,0.667,0.506,0.0704,0,0.257,-6.944,0.394,0.398,122.012,4,1,270867,177,1
3LRoXCTQ7VvvVtzpceHt4y,0.662,0.808,0.00589,0,0.613,-3.06,0.122,0.472,76.493,4,9,267720,188,1
1zayuwd1YLZsYDArkruHdL,0.672,0.434,0.501,0.000125,0.272,-15.218,0.765,0.54,129.209,4,9,288555,10,5
2eMwDehkIC1j68U6FA3Eiq,0.732,0.75,0.00264,0,0.109,-6.366,0.231,0.401,155.096,4,11,182707,2,20
000xQL6tZNLJzIrtIgxqSl,0.748,0.627,0.131,0,0.0852,-6.029,0.0644,0.524,120.963,4,7,188491,62,10
7l9CE3wmEGOUYw1j4ETjnL,0.383,0.621,0.0272,0,0.427,-5.878,0.113,0.213,80.051,4,6,181907,105,2
2C0KFbb4v9CNWR5c9jWcKC,0.788,0.472,0.003,0.0322,0.59,-9.021,0.0475,0.257,130.084,4,0,197547,115,2
2bBMODHVTXGwE2aZYfbgCt,0.676,0.905,0.594,0,0.154,-2.569,0.147,0.519,152.186,4,1,155973,121,2
3A2OHirUAlQp2x73BJlEDA,0.737,0.557,0.156,0,0.0691,-5.476,0.162,0.252,180.031,4,4,240926,119,13
3Q3myFA7q4Op95DOpHplaY,0.742,0.599,0.00419,0.0000102,0.126,-6.256,0.0465,0.154,110.977,3,8,212027,30,26
10M2Ex445zw585Ducldzkw,0.599,0.542,0.357,0,0.104,-7.274,0.0304,0.383,148.003,4,10,224853,102,31
07pJdL0L9XDGW0HBj0rIS2,0.831,0.47,0.0371,0,0.144,-7.48,0.425,0.339,75.474,4,1,242307,136,16
498ZVInMGDkmmNVpSWqHiZ,0.488,0.915,0.0406,0,0.351,-4.255,0.0389,0.646,75.019,4,7,226173,171,6
1HOUzEsetdIPSpAgRPhZQt,0.708,0.612,0.0381,0,0.277,-6.379,0.122,0.263,139.913,4,5,229013,177,6
3vgNmjuRDnGLxUFGCLkwpm,0.699,0.66,0.00365,0,0.139,-7.013,0.0861,0.689,145.937,4,6,225616,193,1
0wfbD5rAksdXUzRvMfM3x5,0.76,0.303,0.238,0.00000809,0.294,-11.362,0.0284,0.15,99.991,4,2,177573,18,11
7KXjTSCq5nL1LoYtL7XAwS,0.904,0.611,0.000259,0.0000203,0.0976,-6.842,0.0888,0.4,150.02,4,1,177000,1,30
7cGFbx7MP0H23iHZTZpqMM,0.888,0.934,0.162,0,0.0679,-5.968,0.091,0.786,110.003,4,1,162347,26,27
60APt5N2NRaKWf5xzJdzyC,0.784,0.728,0.34,0,0.222,-4.549,0.0539,0.713,110.165,4,0,229160,72,5
16dXg2YuFOxwDC3cTf5jde,0.666,0.693,0.047,0,0.115,-3.638,0.199,0.132,159.972,4,1,219754,74,2
5Ua3GXyHwiSfpNTMjq6m2z,0.607,0.718,0.032,0,0.403,-4.095,0.0978,0.551,101.821,4,4,213307,96,9
1Eck97uRMlprKOOJN9oO1E,0.565,0.771,0.00464,0,0.0568,-5.22,0.213,0.573,168.385,4,1,225526,53,11
1louJpMmzEicAn7lzDalPW,0.741,0.667,0.0575,0,0.106,-5.445,0.134,0.595,112.956,4,10,223504,52,30
6zLdXcmvIxnAXpz9sXFnIE,0.612,0.841,0.000907,0,0.37,-3.795,0.0353,0.499,104.986,4,9,227373,66,13
0bXFIF7iL17TYLyx8JHziM,0.806,0.77,0.0252,0,0.0645,-6.464,0.19,0.406,152.094,4,1,198110,139,24
439TlnnznSiBbQbgXiBqAd,0.482,0.72,0.0553,0.00000207,0.461,-6.812,0.271,0.222,90.999,4,2,350120,121,5
1NDxZ7cFAo481dtYWdrUnR,0.703,0.868,0.15,0.132,0.104,-4.661,0.0291,0.733,121.03,4,7,193613,67,19
0rGipWrGwAnZsaVkyiJpap,0.737,0.562,0.283,0,0.0727,-8.156,0.373,0.457,81.015,4,5,168312,171,1
5pvVAwQbuFoR7LkcicrKnk,0.741,0.559,0.00728,0.000971,0.21,-7.775,0.03,0.466,101.999,4,10,221983,92,8
4PzovBqgnSHKd8opsP7IVM,0.758,0.646,0.128,0,0.0778,-4.701,0.112,0.589,155.955,4,7,197171,101,29
2f9LSU0aBW04w6KL26DW8r,0.835,0.457,0.138,0.00000196,0.109,-7.455,0.204,0.544,99.99,4,4,211274,185,1
1Nh5WUisukhSNgwXLRoyZf,0.808,0.526,0.0264,0,0.151,-7.348,0.0712,0.494,140.019,4,9,214782,190,1
4uoumbAMEMaKdtiv763jKz,0.667,0.648,0.0235,0.0000152,0.0427,-6.398,0.0626,0.589,95.031,4,3,172893,145,7
5Ohxk2dO5COHF1krpoPigN,0.516,0.595,0.0275,0,0.109,-4.63,0.0313,0.222,119.972,4,5,340707,16,18
0Nhu3zSYbEz32IYiobV75e,0.663,0.575,0.1,0.00000316,0.133,-4.907,0.0458,0.458,110.04,4,6,214802,20,9
6cPyTS0Kk2sc4xQwC93kOg,0.624,0.806,0.00411,0,0.0872,-5.957,0.0437,0.528,149.999,4,1,207520,34,8
1pJQAHpD51J7GYaFrrFO9S,0.567,0.464,0.0199,0.00000931,0.269,-9.66,0.0302,0.309,99.806,4,5,228480,57,2
26AuyrZGzWWiYZPSd3XBIg,0.62,0.627,0.0317,0,0.172,-5.889,0.0259,0.164,90.955,4,9,224280,60,2
6V9kwssTrwkKT72imgowj9,0.604,0.603,0.0357,0,0.126,-6.324,0.0389,0.15,94.989,4,7,217413,64,2
6KjbNLbRjuoa8rEq5yNA6H,0.673,0.514,0.0121,0.000085,0.385,-10.772,0.0465,0.312,100.035,4,0,208000,67,1
6GeD5g9vZTz25Egf8kxoIY,0.435,0.706,0.0571,0.0000415,0.0903,-8.197,0.0425,0.24,144.913,4,0,214307,69,1
1F2HXIJrE2Xn81OzT2zZvW,0.726,0.769,0.0293,0.0101,0.104,-5.043,0.123,0.733,97.985,4,6,233833,6,12
1KeZgPUr54C8iz3FjqzVoz,0.615,0.564,0.0105,0,0.148,-6.384,0.0291,0.454,103.006,4,9,224773,89,1
5xhJmd0I15jFcEdqxfCzKk,0.572,0.53,0.0647,0.000169,0.127,-8.521,0.0654,0.12,170.138,4,6,217613,90,1
0dj1CtyRxZ4bnIT4Q20jNT,0.643,0.52,0.0102,0,0.11,-5.968,0.0334,0.23,75.168,4,9,215720,99,1
7L9g4cPfohScjJ8mGwLQWr,0.775,0.707,0.397,0,0.874,-5.339,0.152,0.78,104.979,4,10,244198,123,2
4ZJPwET9Jrgpkqi4Vo3Yg8,0.656,0.615,0.0283,0,0.234,-6.252,0.0539,0.366,139.91,4,5,197253,80,8
6mORGLOz79w6VsCRLWYYuK,0.453,0.371,0.968,0.254,0.639,-9.514,0.0449,0.1,174.029,3,2,208212,48,21
5YYjsDIxJKpVgNLkPpBmRA,0.914,0.635,0.0221,0.00000282,0.255,-7.535,0.375,0.369,144.051,4,8,235677,156,3
31mqc7EKPsJf3pe6H5jEfC,0.553,0.877,0.166,0,0.0481,-4.694,0.371,0.557,166.242,4,7,223553,173,1
5C6uh95eAL0RBTSGXKQwvk,0.505,0.79,0.263,0.0884,0.123,-5.442,0.035,0.445,155.934,4,3,215080,149,6
5Z3GHaZ6ec9bsiI5BenrbY,0.798,0.539,0.199,0.0000166,0.165,-6.351,0.0421,0.394,136.949,4,1,202547,6,29
63OQWdXMq0Pe6pRpWY5gO0,0.691,0.624,0.14,0,0.168,-5.874,0.027,0.662,101.988,4,7,181200,190,2
6HZILIRieu8S0iqY8kIKhj,0.637,0.514,0.0047,0,0.094,-6.763,0.365,0.402,139.931,4,1,185947,2,28
1EaKU4dMbesXXd3BrLCtYG,0.734,0.687,0.22,0,0.215,-4.728,0.476,0.476,189.791,4,4,208733,3,24
6SwRhMLwNqEi6alNPVG00n,0.681,0.541,0.0224,0,0.167,-8.926,0.055,0.413,110.803,4,9,227360,4,28
6PGoSes0D9eUDeeAafB2As,0.798,0.582,0.29,0,0.153,-7.38,0.103,0.766,126.075,4,10,213400,5,28
4BHSjbYylfOH5WAGusDyni,0.648,0.691,0.61,0,0.224,-7.935,0.239,0.622,69.982,4,1,160293,7,10
4iYRa2btalAzPZoSYfROqF,0.65,0.618,0.148,0.00000169,0.11,-6.975,0.357,0.297,129.989,4,8,254200,8,13
2LTlO3NuNVN70lp2ZbVswF,0.731,0.795,0.164,0,0.142,-8.347,0.356,0.522,109.897,4,9,214827,9,8
6IZvVAP7VPPnsGX6bvgkqg,0.672,0.546,0.0864,0.00000575,0.152,-6.992,0.0519,0.429,138.887,4,4,275253,10,9
06FCvd7rrRcF3DdvWH5Isp,0.651,0.562,0.198,0,0.108,-9.431,0.515,0.581,94.011,4,3,307880,12,9
1n4jwRVXdkK2U34nBDUKKT,0.353,0.245,0.125,0.153,0.491,-16.69,0.194,0.489,157.331,4,8,118067,13,6
23luOrEVHMfoX0AhfbQuS6,0.585,0.473,0.592,0.00000942,0.602,-7.067,0.3,0.47,149.67,4,1,460573,15,7
5p3NP9mQblDsVJLdfNZJ3I,0.696,0.565,0.0377,0,0.199,-5.933,0.0892,0.216,132.893,4,0,248827,19,8
0y9uTzK9cNKSAEHnpeRG8C,0.546,0.728,0.0479,0,0.266,-6.908,0.632,0.639,177.008,4,0,248613,20,6
5CtI0qwDJkDQGwXD1H1cLb,0.694,0.815,0.229,0,0.0924,-4.328,0.12,0.813,88.931,4,2,228827,1,28
7BKUWh5sdtdS17crohRe4L,0.617,0.869,0.132,0.0000738,0.441,-5.293,0.101,0.331,139.994,4,1,331267,45,7
5hx4FpDZOnDVYlyoG3rMks,0.955,0.583,0.0639,0,0.0991,-7.16,0.314,0.275,127.064,4,1,246325,73,11
51PIvodunv6NmX5250zxAh,0.696,0.503,0.0745,0,0.0869,-4.842,0.0356,0.559,99.977,4,8,211364,44,13
59J5nzL1KniFHnU120dQzt,0.785,0.622,0.0133,0,0.154,-6.741,0.254,0.466,78.475,4,8,235535,54,28
2q0VexHJirnUPnEOhr2DxK,0.673,0.463,0.681,0.0000049,0.0907,-7.247,0.191,0.268,147.981,4,2,277521,169,2
5PfTI3zrQbZEWcQdycMqJM,0.631,0.732,0.0304,0,0.261,-4.706,0.203,0.549,151.779,4,1,231659,193,1
7DEgL4rErTwjrsxLMlUVhf,0.536,0.722,0.312,0,0.117,-4.163,0.0284,0.499,143.78,4,4,203293,195,1
79cuOz3SPQTuFrp8WgftAu,0.857,0.8,0.381,0,0.0913,-4.035,0.0583,0.966,121.996,4,2,199440,29,27
5LYQSNHZxEA880URXFHg6h,0.499,0.676,0.588,0.00484,0.358,-8.618,0.0582,0.295,99.979,4,0,264011,52,2
0w5Bdu51Ka25Pf3hojsKHh,0.695,0.818,0.00647,0.00000487,0.0219,-5.379,0.0334,0.916,119.965,4,5,182693,81,3
4iLqG9SeJSnt0cSPICSjxv,0.774,0.626,0.0969,0.0000312,0.0848,-4.432,0.0432,0.777,100.041,4,3,211475,18,27
1V8c3uV6p7uTsfQof5oRXg,0.825,0.496,0.167,0,0.081,-7.225,0.0529,0.767,102.049,3,4,208235,156,1
1e1JKLEDKP7hEQzJfNAgPl,0.791,0.586,0.012,0,0.46,-7.372,0.29,0.413,163.029,4,11,181812,12,27
5de7ci7TFqbQ1PFgKAD7MR,0.703,0.661,0.0517,0,0.34,-3.885,0.0539,0.495,149.906,4,6,249240,120,27
4VFE6ZNqa8jHAmbYICoAFg,0.439,0.802,0.333,0,0.377,-3.644,0.054,0.725,168.032,4,7,183413,142,6
3DXncPQOG4VBw3QHh3S817,0.609,0.668,0.0552,0,0.167,-4.284,0.0367,0.811,80.924,4,7,288600,2,22
5tz69p7tJuGPeMGwNTxYuV,0.629,0.572,0.57,0,0.192,-7.733,0.0387,0.386,100.015,4,5,250173,1,26
2Gl0FzuLxflY6nPifJp5Dr,0.633,0.592,0.197,0,0.099,-7.245,0.112,0.679,90.066,4,0,193511,40,10
61WbtB6ujkpNAsAf5LjF4b,0.797,0.792,0.111,0.0000788,0.24,-5.758,0.0607,0.54,106.038,4,6,227822,57,4
3QWjljChcOMkRDYSzF33Qr,0.87,0.502,0.549,0.00356,0.0916,-7.497,0.0549,0.673,82.53,4,5,160597,83,6
0q75NwOoFiARAVp4EXU4Bs,0.795,0.594,0.111,0,0.162,-6.2,0.0747,0.409,135.002,4,0,275080,24,24
0tKcYR2II1VCQWT79i5NrW,0.6,0.81,0.00683,0.21,0.155,-4.749,0.0479,0.298,167.88,4,0,187147,21,23
05nbZ1xxVNwUTcGwLbp7CN,0.654,0.393,0.664,0,0.114,-7.621,0.284,0.105,159.741,4,5,226040,99,26
3VCYe6mCXebBgcfzaxCVNI,0.834,0.493,0.0606,0.0000795,0.0666,-6.567,0.128,0.28,140.007,4,5,252017,121,7
6HL9fQAZ5jwajChlEIqVzf,0.94,0.615,0.119,0.00000296,0.0849,-6.284,0.155,0.702,135.97,4,1,227667,136,2
72OGJT4cL9BQjHTa8h28tz,0.645,0.83,0.0992,0.000655,0.128,-5.124,0.0549,0.34,108.058,4,11,223800,144,1
2W4yTO3qHdqyvbz2UxfIPh,0.677,0.83,0.00697,0,0.134,-3.96,0.0489,0.612,137.997,4,4,201573,153,1
2RCp9QBnFSxdKe8RD4xF8s,0.781,0.98,0.0549,0.00000274,0.597,-5.077,0.285,0.487,140.235,4,0,196907,171,1
4Q5yMlwAfAoitqg4r9oZHN,0.365,0.413,0.103,0.0000313,0.103,-7.369,0.0507,0.125,84.746,3,0,258188,57,9
7rfiXyFb5M9BqdkvKvVEiB,0.728,0.811,0.0453,0.00000207,0.362,-4.278,0.0564,0.705,114.995,4,7,228707,184,1
2mfUa8bLs2s5N4VaqJZ4lZ,0.755,0.57,0.0416,0,0.0891,-7.132,0.0888,0.406,102.991,4,9,204400,56,26
6XGddj522FQRHXEhBtjiJu,0.64,0.864,0.0409,0.00000155,0.136,-4.909,0.0869,0.497,105.107,4,4,272667,192,1
167NczpNbRF7oWakJaY3Hh,0.728,0.426,0.0142,0,0.0546,-6.69,0.0509,0.844,85.908,4,0,188174,28,21
6OQea06z3cbOqYgG2O6eOZ,0.851,0.758,0.0323,0,0.12,-5.979,0.179,0.196,123.995,4,1,206613,53,2
6HN5XPJEV31RQJGoyqZ81K,0.839,0.833,0.0742,0,0.233,-4.56,0.234,0.684,134.988,4,7,400013,55,2
58kwvMXeOlsvzPqUlyj75Y,0.748,0.972,0.29,0.000922,0.124,-2.817,0.0858,0.509,122.962,4,5,343027,56,1
77mLzdHEWRB60CLlV02TV2,0.838,0.89,0.121,0.000299,0.126,-4.187,0.137,0.608,115.005,4,1,331347,59,1
7fRfIvHPH6bHdMDjPFwTMh,0.662,0.595,0.446,0.00000321,0.33,-8.287,0.193,0.495,135.856,4,11,448733,71,1
732btJLGu7gYNHHNdzshrG,0.752,0.696,0.0429,0.00000317,0.615,-6.65,0.0982,0.388,144.007,4,11,156293,72,1
6CvTbrBxxc5jFwqsivhpxh,0.459,0.804,0.319,0,0.124,-6.589,0.0709,0.587,122.622,4,1,412560,81,1
76ZrqdtkKxhMl42xAQTnFm,0.525,0.798,0.156,0,0.0871,-7.013,0.181,0.341,104.305,4,10,728413,91,1
53LkLW4k4w7EOayzvx70O9,0.762,0.872,0.0965,0,0.121,-4.075,0.201,0.703,129.005,4,10,206293,98,1
5kRPPEWFJIMox5qIkQkiz5,0.427,0.262,0.746,0,0.068,-8.541,0.0276,0.228,104.085,4,7,224867,54,5
4f1QbCjIAgQwnf7ms9NXWx,0.702,0.762,0.00196,0.000451,0.142,-2.733,0.0328,0.233,95.019,4,8,164200,138,5
2WQn7Yvs728KZmmY6tgWqH,0.574,0.685,0.0192,0.00000726,0.0815,-4.955,0.0429,0.0398,130.165,4,1,202439,125,2
0qYTZCo5Bwh1nsUFGZP3zn,0.755,0.789,0.231,0,0.351,-4.502,0.146,0.737,93.973,4,5,229849,84,21
6Wo5YxkdXgwzKQZbDg2r17,0.641,0.0628,0.865,0.00000408,0.105,-14.155,0.0417,0.275,129.004,4,4,248053,164,1
4GP2Idcs08NqAjfEV0rsl6,0.691,0.227,0.761,0,0.164,-17.842,0.894,0.638,138.205,1,6,283267,166,1
4SO6Wonm24FAHzttG1lIeJ,0.635,0.855,0.117,0,0.365,-3.921,0.0523,0.371,112.971,4,0,232373,173,1
6qcuRcbz8DCLG6nG4or8Uo,0.681,0.469,0.161,0.403,0.108,-10.803,0.0366,0.0373,130.022,4,2,222453,181,1
2habSXqcJGExM6JJyskY7O,0.565,0.782,0.0577,0.0000416,0.0757,-6.413,0.0506,0.4,140.004,4,8,231906,7,16
0lMbuWUpfTWhEmOKxppEau,0.753,0.76,0.446,0.0000313,0.182,-4.518,0.0859,0.657,91.953,4,6,272653,24,13
3Dwq1oiOFys6Sxr5SslmXw,0.624,0.673,0.000569,0.00000154,0.104,-4.017,0.0268,0.458,121.986,4,4,189613,59,2
4u9Y4Z9i9VaAbBK7rW1Rha,0.537,0.383,0.747,0.00025,0.356,-6.528,0.0247,0.339,104.252,4,2,227200,82,2
4B1rpPmQXwj78wk6aIGwwU,0.386,0.407,0.234,0.00000186,0.0999,-7.095,0.0268,0.456,69.387,4,6,229813,88,2
33bURv895AN4FkBvgFo2dx,0.624,0.647,0.0169,0.0038,0.221,-4.68,0.0335,0.379,136.022,4,3,278800,93,2
5LABCxgmP7DATATIJXOh6n,0.389,0.537,0.2,0.00000313,0.125,-6.761,0.0309,0.383,127.964,5,10,253387,96,1
33SNO8AaciGbNaQFkxvPrW,0.375,0.93,0.00064,0,0.318,-2.631,0.0561,0.491,147.124,4,2,176387,97,2
4IWAyPf1KMq7JCyGeCjTeH,0.675,0.649,0.0429,0,0.128,-4.953,0.0315,0.537,134.955,4,1,201240,49,6
6XOYVSmNDjKUNMXooU4s4z,0.71,0.73,0.0571,0,0.139,-4.001,0.0607,0.48,99.986,4,5,223190,75,9
5Lbsc65org0b85kNsPkluY,0.554,0.842,0.287,0,0.106,-4.113,0.0397,0.348,114.036,4,5,291080,107,1
1IF5UcqRO42D12vYwceOY6,0.671,0.156,0.804,0.0518,0.113,-16.288,0.0371,0.201,94.08,4,8,211960,113,1
3Jrs7cC2OJNlNSy9VnDOMZ,0.735,0.588,0.0356,0,0.107,-7.197,0.226,0.434,90.002,4,5,194267,109,2
4sxLB4ibrNZko2Y9wHfwZ3,0.646,0.534,0.0578,0,0.12,-7.644,0.418,0.427,99.987,4,1,213657,141,1
7BpYWzZwrsljT1eIjb0TqR,0.639,0.814,0.0029,0.0000298,0.0529,-5.632,0.0385,0.904,123.922,4,2,188947,166,1
1sCxVKWImDZSZKvG0U9B23,0.953,0.41,0.175,0,0.0768,-6.543,0.0705,0.718,121.074,4,1,214648,8,16
74ABBu8osxqmuFOAKcWWpG,0.768,0.804,0.0611,0.00511,0.0695,-7.351,0.0349,0.776,112.028,4,2,219760,179,1
5q5gzmbBS5yQzos2BvVr1t,0.763,0.671,0.401,0.0000116,0.375,-4.029,0.1,0.602,120.06,4,1,197495,99,8
2RJfK2pOvGpnxC255YOy5k,0.768,0.826,0.00199,0.000374,0.031,-4.904,0.0335,0.926,114.997,4,5,212853,191,1
7uuBfgY1vBCalrQRyyQhqs,0.681,0.659,0.000856,0.00000817,0.11,-6.405,0.268,0.225,156.004,4,9,173294,200,1
6EpRaXYhGOB3fj4V2uDkMJ,0.869,0.485,0.246,0,0.0765,-5.595,0.0545,0.527,106.028,4,6,204502,13,23
1SJtlNRJDeYHioymcvsqev,0.334,0.617,0.334,0,0.163,-5.834,0.383,0.603,85.227,4,6,216391,48,11
2kVHAQKVtczchKctctzbtK,0.836,0.716,0.0196,0.0000183,0.101,-5.211,0.0549,0.534,119.938,4,5,242510,52,4
1yxgsra98r3qAtxqiGZPiX,0.763,0.598,0.0714,0,0.112,-6.865,0.0539,0.182,140.987,4,11,190678,10,23
5hfpu8saHLGedbHRtNCYjm,0.961,0.625,0.0202,0.00000191,0.0895,-5.07,0.0686,0.223,124.992,4,4,203000,112,7
4xlrALxuaCf9yZBHJeTSG6,0.741,0.79,0.113,0,0.0542,-4.086,0.0469,0.528,104.043,4,11,184134,71,6
6dVZCbi9CYtD9LjAHXRjIG,0.72,0.424,0.0122,0.0126,0.453,-11.964,0.387,0.228,150.01,4,2,258427,144,3
1Xpj3QviqIEVqPS2YbivL3,0.871,0.539,0.00329,0,0.111,-5.432,0.147,0.0589,140.014,4,1,164269,163,1
0dvu4Irbq0SM5BWny30rRR,0.71,0.547,0.022,0.0000604,0.12,-8.215,0.0691,0.142,152.003,4,1,202752,171,1
3kkObn08oHrNmCFHSNR0jD,0.858,0.435,0.189,0,0.0925,-11.286,0.0661,0.704,141.993,4,6,108213,138,12
7fURZRPkB2S70sYR1naKTK,0.362,0.701,0.000258,0.0000779,0.0727,-8.401,0.0378,0.191,105.743,4,6,318000,181,1
2KtGuSoEszAKKjF7Yovhcg,0.746,0.653,0.13,0,0.17,-4.691,0.0574,0.607,155.947,4,7,236923,198,1
7nKBxz47S9SD79N086fuhn,0.684,0.823,0.0744,0,0.111,-3.297,0.0773,0.647,91.048,4,9,208163,199,1
72Q0FQQo32KJloivv5xge2,0.599,0.667,0.0533,0,0.134,-4.267,0.0367,0.817,80.984,4,7,288877,3,3
6gpcs5eMhJwax4mIfKDYQk,0.736,0.795,0.498,0.00000121,0.254,-3.299,0.0545,0.511,104.066,4,1,230813,24,4
3LnOF5n1GOs01siYZXzS3p,0.839,0.81,0.501,0,0.117,-5.274,0.0568,0.814,129.014,4,5,209269,25,3
